FileName,FileType,CreateDate,ModifyDate,Author,GPSLatitude,GPSLongitude,AnomalyScore,IsAnomaly,RiskScore
./10_hafta_algorithmalar.pptx,PPTX,2019-09-22 14:51:17+00:00,2021-12-09 05:51:42+00:00,,,,0.049054130783805605,1,41.58339721190188
./10_Hafta_VeriYapilari.pptx,PPTX,2019-09-22 14:51:17+00:00,2022-05-09 05:53:15+00:00,,,,0.06304213817691817,1,37.85582514169836
./11-structure.pdf,PDF,2018-02-19 11:55:53+00:00,2018-02-19 11:55:53+00:00,pau,,,0.02216977842654666,1,48.747631413105694
./11_hafta_algorithmalar.pptx,PPTX,2019-09-22 14:51:17+00:00,2021-12-15 12:10:12+00:00,,,,0.061342289533575456,1,38.308806624223
./11_Hafta_AlgorithmalarII.pptx,PPTX,2019-09-22 14:51:17+00:00,2024-05-23 09:59:14+00:00,,,,0.078466784240462,1,33.74541268312683
./11_Hafta_VeriYapilari2 (1).pptx,PPTX,2019-09-22 14:51:17+00:00,2024-05-16 09:57:41+00:00,,,,0.07176370067781618,1,35.5316733255584
./127_0_0_1 (1).pdf,PDF,2024-05-25 14:53:14+00:00,2024-05-25 14:53:14+00:00,phpMyAdmin 5.2.1,,,0.13738357998379397,1,18.045063369123383
./12_HaftaYarisma.docx,DOCX,2023-12-20 06:18:00+00:00,2023-12-20 06:18:00+00:00,,,,0.07480612351967664,1,34.720918076983665
./12_hafta_algorithmalar.pptx,PPTX,2019-09-22 14:51:17+00:00,2023-01-13 10:26:58+00:00,,,,0.025131540624829807,1,47.95837088881252
./1_acik-kaynak-isletim-sistemi-kavramlari.pdf,PDF,2022-03-13 09:12:12+00:00,2022-03-13 09:12:12+00:00,,,,0.021992831629983445,1,48.79478480087883
./1_hafta_algorithmalar.pptx,PPTX,2019-09-22 14:51:17+00:00,2022-11-04 08:56:43+00:00,,,,0.05767804276348665,1,39.28526764076792
./1_Hafta_VeriYapilari.pptx,PPTX,2019-09-22 14:51:17+00:00,2024-02-22 08:01:32+00:00,,,,0.04682646844240679,1,42.17703229460359
./2 Kriptografik Yapı Taşları.pdf,PDF,2024-11-01 18:05:31+00:00,2024-11-01 18:05:31+00:00,,,,-0.022070080347411425,-1,60.536820346245065
./2.haftanın_ödevi.docx,DOCX,,,,,,0.18685010071407726,1,4.863055674793893
./20210422165423953.pdf,PDF,2021-04-22 14:54:24+00:00,,,,,0.1043669033378315,1,26.843460328580882
./2022-2023-güz-dönemi̇-bi̇lgi̇sayar-mühendi̇s(1).pdf,PDF,2023-01-30 09:38:23+00:00,2023-01-30 09:38:23+00:00,,,,-0.014134581659485779,-1,58.42214150451004
./2022-2023-güz-dönemi̇-bi̇lgi̇sayar-mühendi̇s.pdf,PDF,2023-01-30 09:38:23+00:00,2023-01-30 09:38:23+00:00,,,,-0.014134581659485779,-1,58.42214150451004
./22 (1).pdf,PDF,,2023-08-29 11:57:59+00:00,,,,0.10109319074680961,1,27.715850460872005
./22 (2).pdf,PDF,,2023-08-29 11:57:59+00:00,,,,0.10109319074680961,1,27.715850460872005
./2_hafta_algorithmalar2.pptx,PPTX,2019-09-22 14:51:17+00:00,2021-09-28 08:34:13+00:00,,,,0.05049911275975083,1,41.198333470933825
./2_hafta_algoritmalar_lab_sorular.docx,DOCX,2021-09-28 08:55:00+00:00,2021-09-29 07:42:00+00:00,,,,0.038222872892120674,1,44.46974787411957
./2_Hafta_Lab_Uygulama.docx,DOCX,2022-02-26 11:15:00+00:00,2022-02-26 12:57:00+00:00,,,,0.016309855151241837,1,50.30920381728651
./2_Hafta_VeriYapilari.pptx,PPTX,2019-09-22 14:51:17+00:00,2022-02-26 10:23:16+00:00,,,,0.04504879443743359,1,42.65075294577566
./2_Hafta_VeriYapilari_Lab.pptx,PPTX,2019-09-22 14:51:17+00:00,2022-02-26 11:09:45+00:00,,,,0.04504879443743359,1,42.65075294577566
./2_linux-isletim-sistemlerinin-incelenmesi.pdf,PDF,2022-03-07 21:22:54+00:00,2022-03-07 21:22:54+00:00,,,,-3.6091378264879737e-05,-1,54.66512757626526
"./3 Kullanıcı Kimlik Doğrulaması-Parolalar, Biyom.pdf",PDF,2024-11-06 19:29:29+00:00,2024-11-06 19:29:29+00:00,,,,0.04157449185331308,1,43.57659698574808
./3_hafta_algorithmalar.pptx,PPTX,2019-09-22 14:51:17+00:00,2021-10-07 05:38:52+00:00,,,,0.05656160043751346,1,39.58278101171021
./3_hafta_algoritmalar_lab_sorular.docx,DOCX,2021-09-28 08:55:00+00:00,2021-10-05 11:51:00+00:00,,,,0.04459980156404608,1,42.77040210290891
./3_hafta_algoritmalar_odev.docx,DOCX,2021-09-28 08:55:00+00:00,2021-10-07 11:30:00+00:00,,,,0.04984541160196543,1,41.37253399210458
./3_Hafta_Lab_Uygulama.docx,DOCX,2022-02-26 11:15:00+00:00,2022-03-06 16:26:00+00:00,,,,0.009060181581499238,1,52.24112163497161
./3_Hafta_VeriYapilari.pptx,PPTX,2019-09-22 14:51:17+00:00,2022-03-06 13:15:04+00:00,,,,0.053459481687506805,1,40.409444230137815
./3_Hafta_VeriYapilari_Lab.pptx,PPTX,2019-09-22 14:51:17+00:00,2022-03-06 15:17:49+00:00,,,,0.053459481687506805,1,40.409444230137815
./3_sanallastirma-ve-isletim-sistemi-kurulumu.pdf,PDF,2023-03-28 07:26:20+00:00,2023-03-28 07:26:20+00:00,,,,0.043606981910616294,1,43.034972081095816
./4 Kimlik Doğrulama Protokolleri ve Anahtar Kuru.pdf,PDF,2024-11-21 19:26:44+00:00,2024-11-21 19:26:44+00:00,,,,0.10051851278889234,1,27.868992609363353
./4_5906622420562742721.pdf,PDF,2018-02-26 05:45:01+00:00,2020-01-12 17:59:47+00:00,,,,-0.04330646462782539,-1,66.19596468976016
./4_hafta_algorithmalar.pptx,PPTX,2019-09-22 14:51:17+00:00,2021-10-13 11:35:12+00:00,,,,0.07776586718991763,1,33.93219545694958
./4_hafta_algoritmalar_lab_sorular.docx,DOCX,2021-09-28 08:55:00+00:00,2021-10-13 12:06:00+00:00,,,,0.07208628133030426,1,35.445710929570915
./4_Hafta_Lab_Uygulama.docx,DOCX,2022-02-26 11:15:00+00:00,2022-03-13 19:16:00+00:00,,,,0.03348114609425967,1,45.73333945507234
./4_Hafta_VeriYapilari.pptx,PPTX,2019-09-22 14:51:17+00:00,2022-03-13 18:33:36+00:00,,,,0.07202514974379498,1,35.46200148390616
./4_temel-masaustu-kavramlari-ve-islemleri.pdf,PDF,2023-03-28 08:05:34+00:00,2023-03-28 08:05:34+00:00,,,,0.043606981910616294,1,43.034972081095816
./5 İşletim Sistemi Güvenliği ve Erişim Kontrolü.pdf,PDF,2024-12-07 19:02:03+00:00,2024-12-07 19:02:03+00:00,,,,0.019489812404490547,1,49.46179792818987
./567997400.jpg,JPEG,,,,,,0.18685010071407726,1,4.863055674793893
./5_hafta_algorithmalar.pptx,PPTX,2019-09-22 14:51:17+00:00,2021-10-20 09:32:28+00:00,,,,0.07484435709218024,1,34.71072946376641
./5_hafta_algoritmalar_lab_sorular.docx,DOCX,2021-09-28 08:55:00+00:00,2021-10-21 08:05:00+00:00,,,,0.07107402309632382,1,35.71546096721223
./5_Hafta_VeriYapilari.pptx,PPTX,2019-09-22 14:51:17+00:00,2022-03-21 05:56:33+00:00,,,,0.06926070717944899,1,36.19867959701695
./5_linux_dosya_sistemi.pdf,PDF,2022-03-29 16:27:23+00:00,2022-03-29 16:27:23+00:00,,,,0.01738118982538772,1,50.023710887739355
./6 Yazılım Güvenliği-İstismarlar ve Ayrıcalık Ar.pdf,PDF,2024-12-11 20:12:17+00:00,2024-12-11 20:12:17+00:00,,,,0.04768169633908659,1,41.949128238526804
./6_hafta_algorithmalar.pptx,PPTX,2019-09-22 14:51:17+00:00,2021-10-28 05:42:17+00:00,,,,0.05889559709811687,1,38.96080959580309
./6_Hafta_Lab_Uygulama.docx,DOCX,2022-02-26 11:15:00+00:00,2022-03-27 18:49:00+00:00,,,,0.030682240918781134,1,46.479201282711855
./6_Hafta_VeriYapilar2i.pptx,PPTX,2019-09-22 14:51:17+00:00,2024-03-21 11:45:47+00:00,,,,0.057301097382642,1,39.38571733557724
./6_komut-satiri-ve-temel-komutlar.pdf,PDF,2023-04-11 08:01:47+00:00,2023-04-11 08:01:47+00:00,,,,0.04959508506168531,1,41.43924186505282
./7 Kötü Amaçlı Yazılım (1).pdf,PDF,2024-12-25 20:37:47+00:00,2024-12-25 20:37:47+00:00,,,,0.0772958980752701,1,34.05743443462419
./7 Kötü Amaçlı Yazılım.pdf,PDF,2024-12-25 20:37:47+00:00,2024-12-25 20:37:47+00:00,,,,0.0772958980752701,1,34.05743443462419
./7-dongu.pdf,PDF,2018-02-19 11:56:07+00:00,2018-02-19 11:56:07+00:00,pau,,,0.02216977842654666,1,48.747631413105694
./7__hafta_-_python_da_dosya_islemleri.docx,DOCX,2022-12-27 07:04:00+00:00,2022-12-27 08:06:00+00:00,,,,0.033761896276222725,1,45.658524185993684
./8 - Algorithms & Problem Solving Level 4.pdf,PDF,2024-06-07 15:48:50+00:00,2024-06-07 15:48:50+00:00,Ahmad AbdulRahim,,,0.024426659325318623,1,48.14621006926365
./8 Açık Anahtar Sertifika Yönetimi ve Kullanım Ö.pdf,PDF,2025-01-12 21:00:29+00:00,2025-01-12 21:00:29+00:00,,,,0.003185592102960988,1,53.80660233917061
./8-9_hafta_algorithmalar1.pptx,PPTX,2019-09-22 14:51:17+00:00,2021-11-25 05:56:43+00:00,,,,0.06654865060985504,1,36.921397711007074
./8-diziler.pdf,PDF,2018-02-19 11:56:34+00:00,2018-02-19 11:56:34+00:00,pau,,,0.02216977842654666,1,48.747631413105694
./8_Hafta_VeriYapilari.pptx,PPTX,2019-09-22 14:51:17+00:00,2024-03-29 06:35:50+00:00,,,,0.037045973908380714,1,44.78337194207652
./9-pointers.pdf,PDF,2018-02-19 11:56:22+00:00,2018-02-19 11:56:22+00:00,pau,,,0.02216977842654666,1,48.747631413105694
./9. unite_bagintilar_isaretli (2).pdf,PDF,,,CamScanner,,,0.2000254666616469,1,1.3520390774583002
./99151677926_Ogrenci.pdf,PDF,2022-03-31 14:15:24+00:00,2022-03-31 14:15:24+00:00,YÖK,,,-0.04425529402681638,-1,66.44881199443118
./99151677926_SinavSonucu.pdf,PDF,,,CamScanner,,,0.2000254666616469,1,1.3520390774583002
./9_hafta_algoritmalar_lab_sorular.docx,DOCX,2021-09-28 08:55:00+00:00,2021-12-01 09:21:00+00:00,,,,0.007800394929601162,1,52.57683389234021
./9_Hafta_VeriYapilari (1).pptx,PPTX,2019-09-22 14:51:17+00:00,2022-04-17 22:19:59+00:00,,,,0.08334478193848444,1,32.44550716644697
./9_Hafta_VeriYapilari (3).pptx,PPTX,2019-09-22 14:51:17+00:00,2022-04-17 22:19:59+00:00,,,,0.08334478193848444,1,32.44550716644697
./Abdulaziz Khalaf Alabdullah .pdf,PDF,2025-05-27 09:30:19+00:00,2025-05-27 09:30:18+00:00,Said,,,0.2033134830143078,1,0.4758372298251601
./Abdulaziz Khalaf Alabdullah.pdf,PDF,2025-05-25 12:58:00+00:00,2025-05-25 12:57:59+00:00,Said,,,0.19720054134313075,1,2.1048348418426177
./Abdulkadir Ahmed Osman(1).pdf,PDF,2025-05-26 18:36:08+00:00,2025-05-26 18:36:07+00:00,Said,,,0.2050990996471605,1,0.0
./Abdulkadir Ahmed Osman.pdf,PDF,2025-05-26 19:08:09+00:00,2025-05-26 19:08:08+00:00,Said,,,0.2050990996471605,1,0.0
./Ahmed Hasan Hicazi(1).pdf,PDF,2025-05-25 16:14:19+00:00,2025-05-25 16:14:18+00:00,Said,,,0.19720054134313075,1,2.1048348418426177
./Ahmed Hasan Hicazi.pdf,PDF,2025-05-27 09:51:28+00:00,2025-05-27 09:51:28+00:00,Said,,,0.2033134830143078,1,0.4758372298251601
./Ahmed İbrahim Abdulrahim(1).pdf,PDF,2025-05-26 16:18:56+00:00,2025-05-26 16:18:55+00:00,Said,,,0.2050990996471605,1,0.0
./Ahmed İbrahim Abdulrahim.pdf,PDF,2025-05-27 09:46:58+00:00,2025-05-27 09:46:57+00:00,Said,,,0.2033134830143078,1,0.4758372298251601
./ahmedtekirdağ.pdf,PDF,,,CamScanner,,,0.2000254666616469,1,1.3520390774583002
./ahmedtrakya.pdf,PDF,,,CamScanner,,,0.2000254666616469,1,1.3520390774583002
./Algoritmalar_final_projesi.pdf,PDF,2023-01-20 22:53:24+00:00,2023-01-20 22:53:24+00:00,EMCET Hİ,,,0.09446012456605901,1,29.48345263181108
./algoritma_odevi_4labtxt.docx,DOCX,2022-12-01 21:20:00+00:00,2022-12-01 21:20:00+00:00,,,,-0.04496304117014116,-1,66.63741487474726
./Algoritmik Önyargılar ve Sağlık-Teknolojideki .pptx,PPTX,2025-01-10 12:06:41+00:00,2025-01-13 04:38:05+00:00,,,,-0.00719300363397557,-1,56.57232604160352
./Algoritmik Önyargılar ve Sağlık-Teknolojideki E.pdf,PDF,2025-01-13 07:06:16+00:00,2025-01-13 07:06:16+00:00,asus,,,0.003964792249429694,1,53.59895841809967
./Ali Nafi Acuz(1).pdf,PDF,2025-05-25 14:00:06+00:00,2025-05-25 14:00:06+00:00,Said,,,0.19720054134313075,1,2.1048348418426177
./Ali Nafi Acuz.pdf,PDF,2025-05-27 09:40:16+00:00,2025-05-27 09:40:16+00:00,Said,,,0.2033134830143078,1,0.4758372298251601
./Amir Musa  El yusuf.pdf,PDF,2025-05-26 18:34:23+00:00,2025-05-26 18:34:23+00:00,Said,,,0.2050990996471605,1,0.0
./Ammar Ali Ali.pdf,PDF,2025-05-27 09:32:57+00:00,2025-05-27 09:32:57+00:00,Said,,,0.2033134830143078,1,0.4758372298251601
./applicationResult.pdf,PDF,2021-07-12 18:27:15+00:00,,,,,0.07780012149745835,1,33.92306725187472
./APznzaa1Ca_p4qYHx5bJjJsZXG050YCSGadW6nSfSoBAWx8.pdf,PDF,2018-12-12 07:51:04+00:00,2018-12-12 07:51:04+00:00,aliseydi,,,-0.03551624105708273,-1,64.1199992583121
./APznzaa41OI-UD_G0KsRozZKyaHelLEJUl3vwnbbbLDAYZ8.pdf,PDF,,2023-11-15 20:18:52+00:00,,,,0.12181904714873654,1,22.19275333319165
./APznzaaEEoDzCW-TzMXIsRFLeeYwqDIHHy775EoNt-LeLg4.pdf,PDF,2020-10-25 18:24:56+00:00,2020-10-25 18:24:56+00:00,,,,0.044295214413056616,1,42.85156952905213
./APznzaaO9whObmcuxwPfMIheaIIo3W5elD9sA0O7IAt6rWa.pdf,PDF,,2023-11-13 20:17:11+00:00,,,,0.11470781138293051,1,24.087779771217612
./APznzaaun5sr1acKIsz3d4G4wF_aHDH0kTtpbVz0I6WYJ_A.pdf,PDF,2021-12-15 19:06:34+00:00,2021-12-15 19:06:34+00:00,tugba,,,0.02001368863542774,1,49.322193597722716
./APznzabIH8tyWUOIb1BbHdo7ExqencWDVWiwbpEOsimY3nf.pdf,PDF,,2023-11-13 20:14:38+00:00,,,,0.11470781138293051,1,24.087779771217612
./APznzaYN9wFRo0NdgQQyuBXbqG41PtoH0ZyZVUCmzszvXQC.pdf,PDF,2018-11-13 11:33:36+00:00,2019-12-02 23:34:02+00:00,bjkbauer,,,0.0005335369771274356,1,54.51333106313203
./arasınav.pdf,PDF,2025-04-28 14:32:10+00:00,2025-04-28 14:32:10+00:00,Fesih KESKİN,,,0.09914237223810846,1,28.2357112518129
./Artificial-Intelligence-High-Technology-PowerP.pptx,PPTX,2018-04-24 17:14:44+00:00,2025-01-05 06:01:27+00:00,,,,-0.035231143964475464,-1,64.04402560961198
./ascii-table-characters.pdf,PDF,2008-11-21 22:53:07+00:00,2008-11-21 22:53:07+00:00,Pedro,,,-0.11282282413694467,-1,84.72092202256866
./asp .net 01.docx,DOCX,2024-10-16 02:28:00+00:00,2024-10-16 02:28:00+00:00,,,,0.10431218377623425,1,26.858042184578757
./Assignment1 (1).pdf,PDF,2024-11-21 17:49:58+00:00,2024-11-21 17:49:58+00:00,,,,0.10051851278889234,1,27.868992609363353
./Assignment1 (3).pdf,PDF,2025-04-22 04:55:43+00:00,2025-04-22 04:55:43+00:00,,,,0.04879544461734653,1,41.65233278663683
./Assignment1.pdf,PDF,2024-11-12 20:15:32+00:00,2024-11-12 20:15:32+00:00,,,,0.07888886520261479,1,33.63293510417873
./ayrık matematik 10_240224_101222 (1).pdf,PDF,,2024-02-29 07:44:57+00:00,,,,0.051887669911054424,1,40.82830601029428
./ayrık matematik.pdf,PDF,2013-10-08 07:15:31+00:00,2013-10-08 07:15:31+00:00,mühendislik-13,,,-0.09152490754494569,-1,79.04538033812905
./Bedia hüseyin EL HEŞHEŞ(1).pdf,PDF,2025-05-26 18:02:01+00:00,2025-05-26 18:02:00+00:00,Said,,,0.2050990996471605,1,0.0
./Bedia hüseyin EL HEŞHEŞ.pdf,PDF,2025-05-27 09:49:52+00:00,2025-05-27 09:49:52+00:00,Said,,,0.2033134830143078,1,0.4758372298251601
./Bekri Mustafa Cico(1).pdf,PDF,2025-05-25 14:04:32+00:00,2025-05-25 14:04:32+00:00,Said,,,0.19720054134313075,1,2.1048348418426177
./Bekri Mustafa Cico.pdf,PDF,2025-05-27 09:45:43+00:00,2025-05-27 09:45:43+00:00,Said,,,0.2033134830143078,1,0.4758372298251601
./belge(1).pdf,PDF,2021-04-08 11:45:48+00:00,2021-04-08 11:45:48+00:00,,,,0.004159843641166949,1,53.546980455859526
./berber excel.xlsx,XLSX,,,,,,0.18685010071407726,1,4.863055674793893
./Big Data Algoritm PowerPoint Templates.pptx,PPTX,2020-01-20 05:08:25+00:00,2022-08-11 02:47:11+00:00,,,,0.009527698256801775,1,52.11653619172469
./bilgisayar müh. giriş.pdf,PDF,,,CamScanner,,,0.2000254666616469,1,1.3520390774583002
./bilgisayar müh. giriş_özet.pdf,PDF,2023-01-28 18:50:05+00:00,,CamScanner,,,0.06429862123600494,1,37.520993237045396
./bilgisayar yapısı düzlemsel Graf .. n-kü.pdf,PDF,2024-05-31 12:34:36+00:00,2024-05-31 12:34:36+00:00,CamScanner,,,0.036112817766471794,1,45.03204258357414
./bilgisayar-muhendisligi-bolumu-staj-defteri (1.docx,DOCX,2023-08-14 16:33:00+00:00,2023-08-14 16:33:00+00:00,,,,0.07140487382872734,1,35.62729473203273
./bm02_2.pdf,PDF,2019-02-21 10:55:05+00:00,2019-02-21 10:55:11+00:00,Feza Buzluca,,,0.01131184250443662,1,51.641091328150154
./bmg_mazeret_060323_docx (1).pdf,PDF,,,,,,0.18685010071407726,1,4.863055674793893
./brain_tumor.pdf,PDF,2025-01-21 00:57:40+00:00,2025-01-21 00:57:40+00:00,Allppt.com,,,0.032452708639919225,1,46.00740098671253
./brain_tumor.pptx,PPTX,2020-01-20 05:08:25+00:00,2025-01-21 01:00:18+00:00,,,,-0.007262197274690463,-1,56.59076499972785
./BULANIK_NAMTIK_FİNAL_PROJESİ2_2101050031.pdf,PDF,2024-01-06 14:41:58+00:00,2024-01-06 14:41:58+00:00,MUHAMMED,,,-0.007578999466711811,-1,56.67518753179911
./but_odevi_2022guz.docx,DOCX,2022-12-21 09:42:00+00:00,2023-02-03 08:47:00+00:00,,,,0.002771773896212304,1,53.91687803078753
./by_final_online_190623-1.pdf,PDF,2023-06-19 08:57:08+00:00,2023-06-19 08:57:08+00:00,teking,,,0.14108734910603088,1,17.058070300951968
./by_vize_online_250423-PDF-1.pdf,PDF,2023-04-25 05:09:53+00:00,2023-04-25 05:09:53+00:00,teking,,,0.0819584416705012,1,32.814943864434234
./CamScanner ٠٤-٠٥-٢٠٢٢ ١٣.٠٣.pdf,PDF,,,CamScanner,,,0.2000254666616469,1,1.3520390774583002
./CamScanner ٠٦-١٤-٢٠٢٢ ١٩.٥٢.pdf,PDF,,,CamScanner,,,0.2000254666616469,1,1.3520390774583002
./CamScanner ٢١-٠٢-٢٠٢٤ ١٢.٢٧ (1).pdf,PDF,,,CamScanner,,,0.2000254666616469,1,1.3520390774583002
./Certificate for محمد عادل نجار for -إجازة الدكت.pdf,PDF,,,,,,0.18685010071407726,1,4.863055674793893
./Copy of Mezuniyet Plaka  (11 x 14.5 cm).pdf,PDF,2025-05-27 21:25:04+00:00,2025-05-27 21:25:03+00:00,Said,,,0.2033134830143078,1,0.4758372298251601
./cv (1).pdf,PDF,,2022-11-25 17:45:03+00:00,,,,0.09372031434742117,1,29.680599790140672
./Dark Green and Ivory Modern Professional Compan.pdf,PDF,2023-01-21 19:04:15+00:00,,luaay alswilem,,,0.11194490978370852,1,24.82404724266972
./database 1.pdf,PDF,2025-04-16 16:31:05+00:00,2025-04-16 16:31:05+00:00,MUHAMMED NECCAR,,,0.05329391967642971,1,40.453563761321476
./databse2.pdf,PDF,2025-04-16 16:31:33+00:00,2025-04-16 16:31:33+00:00,MUHAMMED NECCAR,,,0.05329391967642971,1,40.453563761321476
./denklikhamvi.pdf,PDF,,,CamScanner,,,0.2000254666616469,1,1.3520390774583002
./Ders.pptx,PPTX,2024-12-16 07:08:48+00:00,2024-12-16 09:55:12+00:00,,,,0.07747133972057318,1,34.01068214470874
./ders03-PDF_24.pdf,PDF,2021-10-26 19:34:27+00:00,2024-12-13 11:40:45+00:00,tekinonlayn@hotmail.com,,,0.025543123417051228,1,47.84869089810731
./DERİN ÖĞRENME FİNAL PROJESİ.pptx,PPTX,2025-01-20 21:01:18+00:00,2025-01-20 21:49:08+00:00,,,,-0.007453852976898712,-1,56.64183806700394
./diplomakashfa.pdf,PDF,,,CamScanner,,,0.2000254666616469,1,1.3520390774583002
./diplomammm.pdf,PDF,,,CamScanner,,,0.2000254666616469,1,1.3520390774583002
./diplomammmm.pdf,PDF,,,CamScanner,,,0.2000254666616469,1,1.3520390774583002
./Diplomaشهادة الثانوية.pdf,PDF,2021-04-22 14:54:24+00:00,,,,,0.1043669033378315,1,26.843460328580882
./doyaokuma.pdf,PDF,2014-03-10 11:25:16+00:00,2014-03-10 11:25:16+00:00,ilhan,,,-0.09408320833797479,-1,79.72712508670348
./Ebubekir Ömer El amir(1).pdf,PDF,2025-05-26 18:00:49+00:00,2025-05-26 18:00:48+00:00,Said,,,0.2050990996471605,1,0.0
./Ebubekir Ömer El amir.pdf,PDF,2025-05-27 09:35:42+00:00,2025-05-27 09:35:42+00:00,Said,,,0.2033134830143078,1,0.4758372298251601
./Ece Abdülrahman Hüseyin(1).pdf,PDF,2025-05-25 16:04:03+00:00,2025-05-25 16:04:02+00:00,Said,,,0.19720054134313075,1,2.1048348418426177
./Ece Abdülrahman Hüseyin(2).pdf,PDF,2025-05-25 15:58:42+00:00,2025-05-25 15:58:41+00:00,Said,,,0.19720054134313075,1,2.1048348418426177
./Ece Abdülrahman Hüseyin.pdf,PDF,2025-05-27 09:43:56+00:00,2025-05-27 09:43:55+00:00,Said,,,0.2033134830143078,1,0.4758372298251601
./eclipse_javakurulum.docx,DOCX,2021-09-22 09:29:00+00:00,2021-09-22 11:36:00+00:00,,,,0.08263809918732018,1,32.633826403898304
./Fatema Cuma Elahmet.pdf,PDF,2025-05-25 15:54:26+00:00,2025-05-25 15:54:25+00:00,Said,,,0.19720054134313075,1,2.1048348418426177
./Fatma Cuma Elahmet (1)(1).pdf,PDF,2025-05-26 19:42:35+00:00,2025-05-26 19:42:35+00:00,Said,,,0.2050990996471605,1,0.0
./Fatma Cuma Elahmet (1).pdf,PDF,2025-05-26 19:42:35+00:00,2025-05-26 19:42:35+00:00,Said,,,0.2050990996471605,1,0.0
./Fatma Cuma Elahmet(1).pdf,PDF,2025-05-27 09:42:12+00:00,2025-05-27 09:42:12+00:00,Said,,,0.2033134830143078,1,0.4758372298251601
./Fatma Cuma Elahmet(2).pdf,PDF,2025-05-26 19:29:57+00:00,2025-05-26 19:29:56+00:00,Said,,,0.2050990996471605,1,0.0
./Fatma Cuma Elahmet.pdf,PDF,2025-05-28 00:34:01+00:00,2025-05-28 00:34:00+00:00,محمد نجار,,,0.15630736090269737,1,13.002189481975801
./fatmadiploma.pdf,PDF,,,CamScanner,,,0.2000254666616469,1,1.3520390774583002
./fatmakimlik.pdf,PDF,,,CamScanner,,,0.2000254666616469,1,1.3520390774583002
./fatmatrakya.pdf,PDF,,,CamScanner,,,0.2000254666616469,1,1.3520390774583002
